City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
284,Shache,CN,2020-06-22 01:14:53,38.42,77.24,77.36,16,0,7.38
285,Salalah,OM,2020-06-22 01:14:53,17.02,54.09,82.4,88,75,3.36
286,Mapiripan,CO,2020-06-22 01:14:54,2.89,-72.13,75.24,92,98,2.42
287,Broken Hill,AU,2020-06-22 01:14:54,-31.95,141.43,51.8,76,90,20.8
288,Namibe,AO,2020-06-22 01:14:54,-15.2,12.15,67.57,64,0,1.68
289,Mehran,IR,2020-06-22 01:14:55,33.12,46.16,59.0,58,0,2.24
290,Fort Nelson,CA,2020-06-22 01:14:55,58.81,-122.7,64.4,52,75,3.36
291,Guanica,PR,2020-06-22 01:14:55,17.97,-66.91,84.99,76,0,1.99
292,Manaus,BR,2020-06-22 01:14:55,-3.1,-60.02,82.4,78,0,2.24
293,Lebu,CL,2020-06-22 01:14:56,-37.62,-73.65,50.86,84,97,17.67
294,Babra,IN,2020-06-22 01:14:56,21.85,71.3,82.49,76,100,12.44
295,Coquimbo,CL,2020-06-22 01:10:33,-29.95,-71.34,55.4,93,20,4.7
296,Naze,JP,2020-06-22 01:14:57,28.37,129.48,75.2,88,75,19.46
297,Fukue,JP,2020-06-22 01:14:57,32.69,128.84,75.2,73,0,10.29
298,Alice Springs,AU,2020-06-22 01:14:57,-23.7,133.88,53.6,54,0,11.41
299,Kirando,TZ,2020-06-22 01:14:57,-7.42,30.6,70.16,52,0,14.72
300,Victoria,HK,2020-06-22 01:10:55,22.29,114.16,89.01,80,100,7.0
301,Ginda,IN,2020-06-22 01:14:58,30.69,78.49,75.2,94,75,3.36
302,Bartica,GY,2020-06-22 01:14:58,6.4,-58.62,78.8,94,20,2.24
303,Deniliquin,AU,2020-06-22 01:14:58,-35.53,144.97,49.42,79,35,6.17
304,Cabatuan,PH,2020-06-22 01:14:59,10.88,122.49,85.96,71,97,6.44
305,Paoua,CF,2020-06-22 01:14:59,7.24,16.44,68.86,87,91,2.51
306,Barcelos,PT,2020-06-22 01:14:08,41.54,-8.62,64.0,93,40,1.12
307,Ngora,UG,2020-06-22 01:15:00,1.43,33.78,63.3,87,12,2.57
308,Mantua,IT,2020-06-22 01:15:00,45.17,10.78,68.0,75,0,3.0
309,Aliwal North,ZA,2020-06-22 01:13:15,-30.69,26.71,38.25,75,0,1.45
310,Atambua,ID,2020-06-22 01:15:01,-9.11,124.89,79.27,55,54,3.78
311,Lexington,US,2020-06-22 01:15:01,37.99,-84.48,70.0,94,90,6.93
312,Saint Anthony,US,2020-06-22 01:15:02,45.02,-93.22,73.0,68,75,5.82
313,Tiksi,RU,2020-06-22 01:15:02,71.69,128.87,40.64,85,72,11.14
314,Morwell,AU,2020-06-22 01:15:02,-38.23,146.4,51.01,88,100,5.01
315,Sundumbili,ZA,2020-06-22 01:15:02,-29.13,31.4,60.8,82,75,2.24
316,Riyadh,SA,2020-06-22 01:10:51,24.69,46.72,82.4,21,0,8.05
317,Namie,JP,2020-06-22 01:15:03,37.48,141.0,70.0,88,100,3.8
318,Bilokurakyne,UA,2020-06-22 01:15:03,49.53,38.73,63.34,94,100,10.87
319,Luderitz,NA,2020-06-22 01:15:04,-26.65,15.16,50.0,93,0,4.7
320,San Quintin,MX,2020-06-22 01:15:04,30.48,-115.95,66.96,77,3,16.93
321,San Andres,CO,2020-06-22 01:15:04,12.58,-81.7,80.6,88,40,8.05
322,Buala,SB,2020-06-22 01:15:04,-8.14,159.59,85.77,68,0,6.2
323,Issia,CI,2020-06-22 01:15:05,6.49,-6.59,72.19,96,100,4.0
324,Maceio,BR,2020-06-22 01:15:05,-9.67,-35.74,71.6,88,0,1.12
325,Wanganui,NZ,2020-06-22 01:15:05,-39.93,175.05,61.0,66,0,14.0
326,Sioux Lookout,CA,2020-06-22 01:15:06,50.1,-91.92,62.6,72,40,3.36
327,Puerto Escondido,MX,2020-06-22 01:15:06,15.85,-97.07,87.8,74,40,3.36
328,Fandriana,MG,2020-06-22 01:15:06,-20.23,47.38,54.97,92,87,1.16
329,Kutum,SD,2020-06-22 01:14:14,14.2,24.67,74.5,17,0,9.31
330,Ikongo,MG,2020-06-22 01:15:07,-21.88,47.43,62.78,85,0,2.53
331,George Town,MY,2020-06-22 01:15:07,5.41,100.34,82.4,94,20,2.24
332,Mahebourg,MU,2020-06-22 01:15:07,-20.41,57.7,69.8,83,40,10.29
333,Levokumka,RU,2020-06-22 01:15:08,44.23,43.15,62.6,82,59,8.95
334,Ohangaron,UZ,2020-06-22 01:15:09,40.91,69.64,75.2,31,10,6.93
335,Capiibary,PY,2020-06-22 01:15:09,-24.8,-56.03,67.03,72,0,4.0
336,Kochki,RU,2020-06-22 01:15:09,54.34,80.48,56.55,59,70,14.07
337,Cairo,EG,2020-06-22 01:13:40,30.06,31.25,78.8,47,0,3.36
338,Kenora,CA,2020-06-22 01:15:10,49.82,-94.43,57.2,87,75,5.82
339,Mackenzie,CA,2020-06-22 01:15:11,55.3,-123.17,64.4,39,90,6.93
340,Cherskiy,RU,2020-06-22 01:15:11,68.75,161.3,81.88,28,42,17.47
341,Sisimiut,GL,2020-06-22 01:15:11,66.94,-53.67,46.62,60,75,8.72
342,Loiza,PR,2020-06-22 01:15:11,18.43,-65.88,84.99,83,20,9.17
343,Tazovskiy,RU,2020-06-22 01:14:04,67.47,78.7,48.76,85,50,14.7
344,Ruwi,OM,2020-06-22 01:13:15,23.6,58.55,89.6,84,83,2.24
345,Faanui,PF,2020-06-22 01:15:12,-16.48,-151.75,77.76,82,35,23.13
346,Jacksonville,US,2020-06-22 01:10:17,30.33,-81.66,88.0,66,1,11.41
347,Ruginesti,RO,2020-06-22 01:15:13,46.07,27.12,64.4,100,45,3.36
348,Sao Joao Da Barra,BR,2020-06-22 01:15:13,-21.64,-41.05,72.0,88,0,11.48
349,Sangar,RU,2020-06-22 01:15:13,63.92,127.47,70.27,44,0,7.92
350,Vetlanda,SE,2020-06-22 01:15:14,57.43,15.08,61.0,93,99,2.24
351,Dunedin,NZ,2020-06-22 01:15:14,-45.87,170.5,45.0,80,0,1.99
352,Aguimes,ES,2020-06-22 01:15:14,27.91,-15.45,71.6,68,20,20.8
353,East London,ZA,2020-06-22 01:15:14,-33.02,27.91,61.7,64,35,9.44
354,Esmeraldas,BR,2020-06-22 01:15:15,-19.76,-44.31,64.4,72,0,3.36
355,Coolum Beach,AU,2020-06-22 01:15:15,-26.53,153.1,68.0,44,0,1.99
356,Aswan,EG,2020-06-22 01:15:16,24.09,32.91,81.93,17,26,7.16
357,Broome,US,2020-06-22 01:15:16,42.25,-75.83,73.99,64,1,4.7
358,Rio Grande,BR,2020-06-22 01:15:16,-32.03,-52.1,63.0,91,7,7.0
359,Doba,TD,2020-06-22 01:15:16,8.65,16.85,73.09,81,89,2.37
360,Genhe,CN,2020-06-22 01:15:17,50.78,121.52,59.63,61,99,4.85
361,Snyder,US,2020-06-22 01:15:17,32.72,-100.92,95.0,34,1,23.04
362,Paka,MY,2020-06-22 01:15:17,4.64,103.44,78.8,94,20,2.59
363,Lorengau,PG,2020-06-22 01:15:18,-2.02,147.27,85.77,64,21,3.76
364,Osakarovka,KZ,2020-06-22 01:15:18,50.56,72.57,60.42,47,0,7.99
365,Auki,SB,2020-06-22 01:15:18,-8.77,160.7,85.46,67,22,1.81
366,Mahibadhoo,MV,2020-06-22 01:15:19,3.78,72.97,83.37,76,100,10.31
367,Ponta Do Sol,PT,2020-06-22 01:15:19,32.67,-17.1,69.8,68,40,17.22
368,Gerash,IR,2020-06-22 01:15:19,27.67,54.14,77.0,25,0,4.36
369,Markivka,UA,2020-06-22 01:15:19,49.52,39.57,64.69,91,100,10.22
370,Oudtshoorn,ZA,2020-06-22 01:15:20,-33.59,22.2,48.2,93,0,3.36
371,Kavaratti,IN,2020-06-22 01:15:20,10.57,72.64,83.71,76,100,17.38
372,Marawi,PH,2020-06-22 01:15:21,8.0,124.29,84.0,75,22,4.0
373,Putina,PE,2020-06-22 01:15:21,-15.47,-69.43,45.23,59,1,6.35
374,Azusa,US,2020-06-22 01:15:21,34.13,-117.91,81.0,50,1,6.93
375,Anloga,GH,2020-06-22 01:15:22,5.79,0.9,77.0,88,75,8.05
376,Darnah,LY,2020-06-22 01:15:22,32.77,22.64,69.91,81,0,17.02
377,Finnsnes,NO,2020-06-22 01:15:22,69.23,17.98,48.2,81,6,4.7
378,Conde,BR,2020-06-22 01:15:23,-7.26,-34.91,73.4,94,20,5.82
379,Bonfim,BR,2020-06-22 01:15:23,3.08,-59.95,76.55,87,98,3.67
380,Lovozero,RU,2020-06-22 01:15:23,68.0,35.01,52.99,60,27,5.41
381,Zvecka,RS,2020-06-22 01:15:24,44.64,20.16,60.8,93,90,11.41
382,Sestri Levante,IT,2020-06-22 01:15:24,44.27,9.4,66.99,60,1,4.23
383,Mindelo,CV,2020-06-22 01:15:25,16.89,-24.98,77.0,78,20,24.16
384,Dandong,CN,2020-06-22 01:14:12,40.13,124.39,76.77,61,52,4.5
385,Port Macquarie,AU,2020-06-22 01:15:26,-31.43,152.92,60.01,77,0,7.56
386,Aitape,PG,2020-06-22 01:15:26,-3.14,142.35,86.11,64,20,4.43
387,Laredo,US,2020-06-22 01:15:26,27.51,-99.51,96.8,47,1,14.99
388,Saldanha,ZA,2020-06-22 01:15:26,-33.01,17.94,50.0,93,100,1.12
389,Wasilla,US,2020-06-22 01:15:27,61.58,-149.44,64.4,42,90,4.32
390,Bitung,ID,2020-06-22 01:15:27,1.45,125.18,84.2,74,20,2.24
391,Nantucket,US,2020-06-22 01:15:27,41.28,-70.1,64.4,93,90,3.8
392,Pevek,RU,2020-06-22 01:15:27,69.7,170.31,46.54,79,100,11.95
393,Kissidougou,GN,2020-06-22 01:15:28,9.18,-10.1,70.39,96,9,6.67
394,Bara,NG,2020-06-22 01:15:28,10.37,10.73,78.39,76,41,13.62
395,Yining,CN,2020-06-22 01:15:28,29.04,114.56,85.48,78,100,1.57
396,Touros,BR,2020-06-22 01:15:28,-5.2,-35.46,73.4,88,40,4.7
397,Pampa,US,2020-06-22 01:15:29,35.54,-100.96,87.8,55,1,19.46
398,Chokurdakh,RU,2020-06-22 01:15:29,70.63,147.92,73.71,39,59,16.22
399,Khor,RU,2020-06-22 01:15:29,47.89,134.95,56.64,94,100,2.53
400,Tonshayevo,RU,2020-06-22 01:15:30,57.74,47.01,42.44,83,0,2.73
401,Lavumisa,SZ,2020-06-22 01:15:30,-27.31,31.89,46.4,100,0,1.12
402,Ferme-Neuve,CA,2020-06-22 01:15:30,46.7,-75.45,72.48,73,2,4.56
403,Pinheiro,BR,2020-06-22 01:15:31,-2.52,-45.08,73.74,98,100,1.79
404,Acapulco,MX,2020-06-22 01:13:39,16.86,-99.89,87.8,70,20,4.7
405,Payo,ID,2020-06-22 01:15:31,-3.75,103.64,74.34,87,78,2.13
406,Owo,NG,2020-06-22 01:15:32,7.2,5.59,71.46,99,100,2.53
407,Orange,US,2020-06-22 01:15:32,33.7,-117.77,75.99,64,20,8.05
408,Jertih,MY,2020-06-22 01:14:22,5.73,102.49,78.8,88,20,3.36
409,Tolbazy,RU,2020-06-22 01:15:03,54.02,55.88,42.8,93,0,6.71
410,Eydhafushi,MV,2020-06-22 01:15:33,5.1,73.07,83.21,76,100,12.1
411,Shenzhen,CN,2020-06-22 01:12:20,22.55,114.07,90.0,84,20,13.42
412,Santa Lucia,ES,2020-06-22 01:15:34,27.91,-15.54,71.6,68,20,20.8
413,Ugoofaaru,MV,2020-06-22 01:15:34,5.67,73.0,82.9,78,100,12.21
414,Vanimo,PG,2020-06-22 01:15:34,-2.67,141.3,85.59,64,0,5.3
415,Nome,US,2020-06-22 01:15:35,64.5,-165.41,57.2,71,40,8.05
416,Dingle,PH,2020-06-22 01:15:35,11.0,122.67,85.68,73,95,6.24
417,Jawhar,SO,2020-06-22 01:15:35,2.78,45.5,75.09,82,100,13.96
418,Kargasok,RU,2020-06-22 01:15:36,59.06,80.86,53.2,89,100,13.6
419,Tawang,IN,2020-06-22 01:15:36,27.58,91.87,61.23,71,44,2.39
420,Shimoda,JP,2020-06-22 01:15:36,34.67,138.95,68.0,94,75,31.09
421,Pisco,PE,2020-06-22 01:15:36,-13.7,-76.22,64.4,77,90,10.29
422,Acarau,BR,2020-06-22 01:11:22,-2.89,-40.12,77.54,80,10,9.95
423,Barra Do Bugres,BR,2020-06-22 01:15:37,-15.07,-57.18,73.24,58,0,2.59
424,Kaduqli,SD,2020-06-22 01:15:37,11.02,29.72,79.79,65,23,5.03
425,Takoradi,GH,2020-06-22 01:15:38,4.88,-1.76,77.27,87,100,10.54
426,Richards Bay,ZA,2020-06-22 01:15:38,-28.78,32.04,62.17,77,11,8.16
427,Sola,VU,2020-06-22 01:15:38,-13.88,167.55,78.8,100,90,11.41
428,Strezhevoy,RU,2020-06-22 01:15:39,60.73,77.59,50.0,93,75,17.9
429,Gat,IL,2020-06-22 01:15:39,31.61,34.76,81.0,62,0,9.37
430,Jiexiu,CN,2020-06-22 01:15:39,37.02,111.91,75.87,54,100,4.52
431,Chara,RU,2020-06-22 01:15:40,56.91,118.26,65.14,45,82,1.21
432,Kyra,RU,2020-06-22 01:15:40,49.58,111.98,59.31,75,100,6.49
433,Hay River,CA,2020-06-22 01:15:41,60.82,-115.8,84.2,37,75,6.93
434,Brae,GB,2020-06-22 01:15:41,60.4,-1.35,53.6,93,70,11.41
435,Thio,NC,2020-06-22 01:15:41,-21.62,166.22,77.0,44,0,3.36
436,El Colorado,AR,2020-06-22 01:15:41,-26.31,-59.37,78.4,57,100,4.7
437,Arman,RU,2020-06-22 01:15:42,59.7,150.17,62.74,60,0,4.5
438,Artyom,AZ,2020-06-22 01:15:42,40.47,50.33,75.2,64,6,13.87
439,Araouane,ML,2020-06-22 01:15:42,18.9,-3.53,94.68,10,16,2.51
440,Port Hardy,CA,2020-06-22 01:15:43,50.7,-127.42,59.0,67,75,4.7
441,Provideniya,RU,2020-06-22 01:15:43,64.38,-173.3,57.2,54,25,11.18
442,Henties Bay,NA,2020-06-22 01:15:43,-22.12,14.28,55.99,80,74,6.46
443,Kiunga,PG,2020-06-22 01:13:25,-6.12,141.29,80.08,81,100,3.27
444,Tahe,CN,2020-06-22 01:15:44,52.33,124.73,51.84,94,100,2.28
445,Inverness,GB,2020-06-22 01:15:44,57.48,-4.22,52.0,87,0,10.29
446,Yalta,UA,2020-06-22 01:12:26,44.5,34.17,68.68,71,0,4.29
447,Pimentel,PE,2020-06-22 01:15:45,-6.84,-79.93,64.67,83,1,11.79
448,Padang,ID,2020-06-22 01:10:51,-0.95,100.35,79.09,80,96,4.72
449,Pavlohrad,UA,2020-06-22 01:15:46,48.52,35.87,66.2,88,76,4.47
450,Severnoye,RU,2020-06-22 01:15:46,56.35,78.36,55.18,90,100,9.57
451,Bhimunipatnam,IN,2020-06-22 01:15:46,17.88,83.43,82.4,83,40,2.24
452,Wenling,CN,2020-06-22 01:15:46,28.37,121.36,78.01,96,100,3.94
453,Alakurtti,RU,2020-06-22 01:15:47,66.97,30.35,50.0,79,50,3.0
454,Chibuto,MZ,2020-06-22 01:15:47,-24.69,33.53,57.04,91,0,1.66
455,Kamaishi,JP,2020-06-22 01:15:47,39.27,141.88,68.0,82,75,1.12
456,Kurilsk,RU,2020-06-22 01:15:48,45.23,147.88,50.34,84,100,4.76
457,Loucovice,CZ,2020-06-22 01:15:48,48.62,14.26,60.01,89,53,3.96
458,Cordoba,AR,2020-06-22 01:15:48,-31.41,-64.18,51.01,56,55,1.12
459,Maxixe,MZ,2020-06-22 01:15:48,-23.86,35.35,63.07,75,0,3.78
460,Noumea,NC,2020-06-22 01:15:49,-22.28,166.46,77.0,44,0,3.36
461,Sussex,US,2020-06-22 01:15:49,41.18,-74.67,75.0,73,1,3.2
462,Naco,MX,2020-06-22 01:15:50,31.33,-109.95,93.99,9,0,5.99
463,Ballater,GB,2020-06-22 01:15:50,57.05,-3.04,48.99,71,0,4.0
464,Tigil,RU,2020-06-22 01:15:50,57.8,158.67,71.92,41,7,5.17
465,Northam,GB,2020-06-22 01:15:51,51.03,-4.22,52.0,94,0,5.01
466,Terny,UA,2020-06-22 01:15:51,50.98,33.98,63.63,96,44,10.96
467,Inverell,AU,2020-06-22 01:15:51,-29.78,151.12,48.99,93,49,1.01
468,Wuzhou,CN,2020-06-22 01:15:52,23.48,111.32,84.88,77,95,4.52
469,Mandalgovi,MN,2020-06-22 01:15:52,45.76,106.27,62.67,55,100,10.0
470,Bilma,NE,2020-06-22 01:15:52,18.69,12.92,83.97,14,0,3.94
471,Gigmoto,PH,2020-06-22 01:15:53,13.78,124.39,85.89,69,66,8.28
472,Teya,RU,2020-06-22 01:15:53,60.38,92.63,55.47,82,100,2.21
473,Tambacounda,SN,2020-06-22 01:15:53,13.75,-13.76,93.2,52,41,13.87
474,Raga,SS,2020-06-22 01:15:54,8.46,25.68,70.88,92,100,3.67
475,Keti Bandar,PK,2020-06-22 01:15:54,24.14,67.45,85.69,77,2,13.2
476,Rokytne,UA,2020-06-22 01:15:54,51.28,27.21,62.67,97,1,7.11
477,Mandya,IN,2020-06-22 01:15:54,12.52,76.9,73.17,78,98,11.27
478,Ust-Tsilma,RU,2020-06-22 01:15:55,65.44,52.15,42.46,68,100,5.01
479,Nuuk,GL,2020-06-22 01:15:55,64.18,-51.72,41.0,86,15,3.36
480,Morristown,US,2020-06-22 01:15:55,36.21,-83.29,72.0,88,75,2.68
481,Bandipur,NP,2020-06-22 01:15:56,27.93,84.42,68.43,100,87,3.27
482,Mangrol,IN,2020-06-22 01:15:56,21.12,70.12,84.13,79,100,14.18
483,Huilong,CN,2020-06-22 01:15:56,31.81,121.66,77.0,83,88,7.0
484,Lakes Entrance,AU,2020-06-22 01:15:56,-37.88,147.98,52.0,78,75,9.75
485,Westport,US,2020-06-22 01:15:57,41.14,-73.36,75.2,73,1,10.29
486,Ketchikan,US,2020-06-22 01:15:57,55.34,-131.65,57.2,67,75,13.87
487,Zyryanka,RU,2020-06-22 01:15:57,65.75,150.85,88.07,21,0,11.92
488,Samarai,PG,2020-06-22 01:15:58,-10.62,150.67,80.31,83,44,10.98
489,Ternate,ID,2020-06-22 01:15:58,0.8,127.4,84.56,67,1,2.04
490,Yuzhno-Sukhokumsk,RU,2020-06-22 01:15:58,44.66,45.64,74.26,56,21,5.66
491,Itaituba,BR,2020-06-22 01:15:58,-4.28,-55.98,79.92,69,99,1.57
492,Sao Jose Da Coroa Grande,BR,2020-06-22 01:15:59,-8.9,-35.15,76.39,75,5,10.45
493,Miri,MY,2020-06-22 01:15:59,4.41,114.01,77.0,100,75,3.36
494,Yelkhovka,RU,2020-06-22 01:15:59,53.87,50.28,46.4,81,0,6.71
495,Krsko,SI,2020-06-22 01:16:00,45.96,15.49,66.0,87,94,3.22
496,Bolotnoye,RU,2020-06-22 01:16:00,55.67,84.4,51.64,70,100,10.45
497,Sopot,PL,2020-06-22 01:14:55,54.44,18.56,64.0,100,90,12.75
498,Crnomelj,SI,2020-06-22 01:14:01,45.57,15.19,62.6,82,96,1.12
499,Dudinka,RU,2020-06-22 01:16:01,69.41,86.18,59.0,47,97,20.13
500,Lakatoro,VU,2020-06-22 01:16:01,-16.1,167.42,80.6,94,40,4.7
501,Yuncheng,CN,2020-06-22 01:16:01,35.02,110.99,76.46,64,100,4.94
502,Kalangala,UG,2020-06-22 01:16:02,-0.31,32.23,72.27,72,100,11.01
503,Rorvik,NO,2020-06-22 01:16:02,64.86,11.24,58.77,81,8,9.01
504,Kasongo-Lunda,CD,2020-06-22 01:16:02,-6.47,16.82,62.49,38,0,0.78
505,Sakaiminato,JP,2020-06-22 01:16:03,35.55,133.23,75.2,78,20,3.36
506,Mecca,SA,2020-06-22 01:14:15,21.43,39.83,81.23,46,29,3.98
507,Nice,FR,2020-06-22 01:14:52,44.0,7.25,73.4,49,0,6.93
508,Robertsport,LR,2020-06-22 01:16:03,6.75,-11.37,78.22,87,100,9.08
509,Caravelas,BR,2020-06-22 01:16:04,-17.71,-39.25,69.57,74,0,3.0
510,Izhma,RU,2020-06-22 01:16:04,65.01,53.91,41.7,71,100,7.25
511,Zhigansk,RU,2020-06-22 01:16:04,66.77,123.37,68.16,67,64,10.58
512,San Luis,AR,2020-06-22 01:16:05,-33.3,-66.34,49.86,46,100,11.01
513,Lively,CA,2020-06-22 01:16:05,46.43,-81.15,73.99,88,75,5.82
514,Chapais,CA,2020-06-22 01:16:06,49.78,-74.85,77.0,53,1,8.05
515,Walvis Bay,NA,2020-06-22 01:16:06,-22.96,14.51,55.99,81,8,5.82
516,Mbekenyera,TZ,2020-06-22 01:16:06,-10.0,38.98,67.39,70,73,3.06
517,Kochubey,RU,2020-06-22 01:16:06,44.39,46.58,70.47,74,47,1.59
518,Greytown,ZA,2020-06-22 01:16:07,-29.06,30.59,47.26,91,36,0.98
519,Ballina,AU,2020-06-22 01:16:07,-28.87,153.57,62.6,59,0,9.17
520,Uspenka,UA,2020-06-22 01:16:07,48.39,39.16,63.81,91,96,8.1
521,Champerico,GT,2020-06-22 01:16:08,14.3,-91.92,83.61,75,100,6.13
522,Betare Oya,CM,2020-06-22 01:16:08,5.6,14.08,67.5,96,100,2.98
523,Borisovka,RU,2020-06-22 01:16:09,50.62,35.99,68.0,72,33,11.18
524,Asau,RO,2020-06-22 01:16:09,46.43,26.4,61.0,92,100,3.85
525,San Joaquin,VE,2020-06-22 01:16:09,10.26,-67.79,73.74,88,96,3.47
526,Cradock,ZA,2020-06-22 01:16:10,-32.16,25.62,42.44,73,0,0.45
527,Asilah,MA,2020-06-22 01:16:10,35.47,-6.03,73.4,49,0,16.11
528,Pingliang,CN,2020-06-22 01:16:10,35.54,106.69,64.36,70,100,15.97
529,Bambanglipuro,ID,2020-06-22 01:16:10,-7.95,110.28,80.92,80,94,12.68
530,Qidong,CN,2020-06-22 01:16:11,31.81,121.66,77.0,83,88,7.0
531,Srednekolymsk,RU,2020-06-22 01:16:11,67.45,153.68,89.1,21,0,10.18
532,Hambantota,LK,2020-06-22 01:16:11,6.12,81.12,80.6,88,20,5.82
533,Mount Isa,AU,2020-06-22 01:16:11,-20.73,139.5,60.8,31,0,14.99
534,Uvat,RU,2020-06-22 01:16:12,59.14,68.9,44.44,94,22,6.29
535,Puerto Narino,CO,2020-06-22 01:16:12,-3.77,-70.38,78.8,100,99,1.1
536,Qingyuan,CN,2020-06-22 01:16:12,23.7,113.03,87.8,66,75,6.71
537,Ilulissat,GL,2020-06-22 01:16:13,69.22,-51.1,48.2,45,4,2.24
538,Hamilton,US,2020-06-22 01:16:13,39.18,-84.53,73.4,78,20,3.36
539,Kemin,KG,2020-06-22 01:16:13,42.78,75.69,66.87,43,0,6.17
540,Kleive,NO,2020-06-22 01:16:13,62.8,7.64,59.0,93,100,5.82
541,Qasigiannguit,GL,2020-06-22 01:16:14,68.82,-51.19,48.2,45,73,2.24
542,Siderno,IT,2020-06-22 01:13:29,38.28,16.3,71.01,77,10,4.0
543,Omboue,GA,2020-06-22 01:16:14,-1.57,9.26,72.05,92,23,6.89
544,Gorontalo,ID,2020-06-22 01:16:15,0.54,123.06,83.98,74,68,4.38
545,Kiama,AU,2020-06-22 01:16:15,-34.68,150.87,61.0,60,99,5.99
546,Galle,LK,2020-06-22 01:14:03,6.04,80.22,81.63,81,100,18.45
547,Nankana Sahib,PK,2020-06-22 01:16:15,31.45,73.7,80.6,74,26,6.93
548,Menongue,AO,2020-06-22 01:16:16,-14.66,17.69,46.56,55,0,4.21
549,Ust-Nera,RU,2020-06-22 01:16:16,64.57,143.2,79.61,25,0,2.53
550,Sungaipenuh,ID,2020-06-22 01:16:17,-2.08,101.38,69.17,88,96,0.96
551,Benjamin Hill,MX,2020-06-22 01:16:17,30.17,-111.1,98.01,12,0,5.99
552,Iqaluit,CA,2020-06-22 01:16:17,63.75,-68.51,39.2,69,75,3.36
553,General Pico,AR,2020-06-22 01:16:17,-35.66,-63.76,45.25,54,77,5.5
554,La Queue-En-Brie,FR,2020-06-22 01:16:18,48.79,2.58,57.2,82,0,3.36
555,Inuvik,CA,2020-06-22 01:16:18,68.35,-133.72,60.8,55,75,6.93
556,Puerto Del Rosario,ES,2020-06-22 01:14:34,28.5,-13.86,69.8,77,5,9.17
557,Astoria,US,2020-06-22 01:16:19,46.19,-123.83,64.0,67,1,12.75
558,Chernogorsk,RU,2020-06-22 01:16:19,53.82,91.28,53.6,76,75,6.71
559,Port Augusta,AU,2020-06-22 01:16:20,-32.5,137.77,57.2,76,24,10.29
560,Verkhoyansk,RU,2020-06-22 01:16:20,67.54,133.38,86.65,27,0,9.57
561,Manicaragua,CU,2020-06-22 01:16:21,22.15,-79.97,86.0,74,96,3.36
562,Andilamena,MG,2020-06-22 01:16:21,-17.02,48.58,58.39,96,58,6.69
563,Kieta,PG,2020-06-22 01:16:21,-6.22,155.63,85.15,67,20,3.62
564,Abha,SA,2020-06-22 01:16:21,18.22,42.51,68.0,63,10,4.7
565,Pasni,PK,2020-06-22 01:16:22,25.26,63.47,83.52,81,83,7.65
566,Kambove,CD,2020-06-22 01:16:22,-10.88,26.6,49.46,56,0,6.15
567,Alyangula,AU,2020-06-22 01:16:22,-13.85,136.42,77.0,57,0,11.41
568,Bintulu,MY,2020-06-22 01:12:39,3.17,113.03,78.8,94,75,4.7
569,Rio Claro,BR,2020-06-22 01:16:23,-22.41,-47.56,59.0,87,0,2.24
570,Manuk Mangkaw,PH,2020-06-22 01:16:24,4.8,119.85,83.32,73,74,5.5
571,Samana,DO,2020-06-22 01:16:24,19.21,-69.34,80.74,87,7,7.27
572,Maumere,ID,2020-06-22 01:16:25,-8.62,122.21,81.37,67,69,2.82
573,Kuressaare,EE,2020-06-22 01:16:25,58.25,22.5,55.4,87,0,5.82
